title,description,points,price
Falesco 2010 White (Est! Est!! Est!!! di Montefiascone),"Trebbiano, Roscetto and Malvasia are blended to produce a clean and simple ...",84,$9
Haut Marin 2010 Colombard-Sauvignon Blanc (Côtes de Gascogne),"A wine that is dominated by the perfumed Colombard, leaving the more ...",84,
Torbreck 2010 Cuvée Juveniles Red (Barossa Valley),"A terrific value, this blend of 60% Grenache, 20% Mataro and 20% ...",91,$22
Dinastía Vivanco 2010 Colección Vivanco Parcelas de  (Rioja),"This Mazuelo (Carignan) is strongly perfumed, with whiffs of juniper, funk and ...",91,$105
Telmo Rodríguez 2013 Mountain Blanc Moscatel de Alejandría (Málaga),"Oily aromas of orange peel, orange blossom and wild flowers set up ...",88,$27
Telmo Rodríguez 2010 Molino Real Mountain Wine Moscatel (Málaga),"On the nose, this wine is both woody and a touch oxidized, ...",91,$60
Claudia Papayianni 2013 Alexandra Malagouzia (Chalkidiki),"This refined Malagouzia starts with a fleshy peach and melon nose, followed ...",90,$20
Koblevo NV Royal Reserve Muscat Hamburg (Ukraine),This ruby-red sweet wine is nonvintage made and from Muscat Hamburg. It ...,86,$9
Grandes Vinos y Viñedos 2015 El Circo Volatinero Tempranillo (Cariñena),Earthy gritty berry aromas come with a hint of animal. This is ...,86,$8
Lyrarakis 2013 Plakoura Vineyard Oak Aged Mandilaria (Crete),"Mushroom, cedar and smoke on the nose leads this Mandilari from Crete. ...",90,$25
Derby 2013 Fifteen 10 White (Paso Robles),"Gardenia, apple blossom, guava and marshmallow aromas are lifted by lime-like tension ...",88,$24
Domaine du Tariquet 2016 Chenin-Chardonnay Chenin Blanc-Chardonnay (Côtes de Gascogne),"While Chardonnay may not be native to Southwest France, the Chenin Blanc ...",88,$14
Wohlmuth 2016 Ried Steinriegl Gelber Muskateller (Südsteiermark),An aromatic touch of freshly cut green grass and nettle hovers above ...,92,
Heinrich Hartl 2015 Rotgipfler (Thermenregion),"A touch of honeysuckle works its way through the peachy, lemony nose ...",92,$24
Centovigne 2012 Il Centovigne Red (Coste della Sesia),"A fragrant blend of 80% Nebbiolo and 20% Vespolina and Croatina, this ...",92,$16
Boutari 2016 Moschofilero (Mantinia),"Lemon, orange blossom and rose aromas start this exotic and refreshing wine. ...",92,$17
Kir-Yianni 2012 Ramnista Single Vineyard Xinomavro (Naoussa),"Black cherry, currants and plums on the nose lead into a delicious ...",92,$27
Bodegas y Viñedos Tábula 2011 Clave de Tábula  (Ribera del Duero),"With an opaque purple color and gritty, reduced aromas of grapy black ...",90,$140
Stottle 2012 Hombre Red (Columbia Valley (WA)),"A unique blend of Tempranillo (54%), Malbec (33%) and Mourvèdre, this wine ...",88,$32
Hosmer 2014 Cabernet Franc (Cayuga Lake),A hint of rose petal breathes exotic perfume into this granite-laced Cabernet ...,88,$18
Domaines Paul Mas NV Côté Mas Méthode Ancestrale Mauzac (Blanquette de Limoux),"At only 7.5% alcohol, this is remarkably light and easy to drink, ...",90,$18
Three 2013 Established 1885 Red (Contra Costa County),"This is a strong, concentrated, full-bodied wine with ripe yet not extravagant ...",90,$38
Vidal-Fleury 2013  Crozes-Hermitage,"Part of an impressive flight of Crozes, this wine stood out for ...",90,$28
Le Buche 2007 Olivi Cantine Pugnitello (Toscana),Pugnitello is a little-known native variety that has recently started enjoying some ...,87,$49
Marqués de Alella 2010 Pansa Blanca (Alella),Opens with orange peel aromas. This wine from the Pansa Blanca grape ...,87,$12
Leonard Oakes 2009 Icewine Vidal Blanc (New York),Pungent notes of saffron and orange rind waft from this unusually spicy ...,83,$50
Nico 2012 Nicolina Rosé (California),This unusual blend of Lagrein and Grignolino is quite dark in color ...,83,$20
Viña Pérez Cruz 2009 Quelen Special Selection Red (Maipo Valley),"Pérez Cruz makes some nice wines, but this blend of Petit Verdot, ...",83,$75
Sparkman 2016 Birdie Riesling (Columbia Valley (WA)),"This wine is a blend of fruit from the Bacchus (57%), Dionysus ...",90,$18
Tempus Cellars 2014 Red (Columbia Valley (WA)),"This blend of Cabernet Sauvignon (40%), Merlot (35%) and Cabernet Franc comes ...",90,$25
The Walls 2014 Stanley Groovy Red (Red Mountain),This wine is a blend of grapes seldom found in the state: ...,90,$38
Tinhof 2015 St. Laurent (Burgenland),There is a gamy streak in the red-cherry nose of this juicy ...,90,$21
Avennia 2013 Sestina Red (Columbia Valley (WA)),"More brains than brawn, the focus on this understated Cabernet Sauvignon-dominant blend ...",93,$65
Quinta da Ribeirinha 2016 Ardósia Rosado Rosado (Tejo),"A crisp, fruity blend of Touriga Nacional and Aragonez, this wine is ...",86,$13
Horton 2016 Vidal Blanc (Virginia),"Fresh tropical aromas of lychee, mango, honeydew and orange blossom show on ...",86,$14
La Velona 2005  Brunello di Montalcino,Here is an elegant Brunello that is clearly shaped by tradition and ...,91,
Vignaioli del Morellino di Scansano 2015 Golden Boar Red (Toscana),"Made with 85% Sangiovese, 5% Ciliegiolo, 5% Merlot and 5% Alicante, this ...",85,$10
Falernia 2015 Reserva Pedro Ximénez (Elqui Valley),Aromas of oily petrol and stone fruits lead to a round palate. ...,85,$9
Cucao 2014 Reserva Pedro Ximénez (Elqui Valley),Prickly foxy aromas are mildly pyrazinic. While this Pedro Ximénez feels plump ...,84,$12
Recanati 2014 Reserve Marselan (Galilee),"Inky garnet to the eye, this wine features aromas of cherry and ...",90,$50
Turasan 2014 Boğazkere (Cappadocia),"Dark ruby in the glass, this wine has a nose of blackberry, ...",90,$19
Vinkara 2013 Winehouse Öküzgözü (Ankara),"Aromas of cherry, espresso bean, orange zest and nutmeg prepare the palate ...",90,$23
Solar de Pinheiro 2009 Azal White (Vinho Verde),"From 100% Azal grapes, this is a rich style of Vinho Verde, ...",87,$12
Kunde 2011 Sweet Leslie Late Harvest White (Sonoma Valley),"A late-harvest blend of Sauvignon Blanc, Chardonnay and Sémillon from a good ...",90,$75
Ernie Els 2011 Proprietor's Blend Red (Stellenbosch),"A blend of 55% Cabernet Sauvignon, 25% Shiraz and 5% each of ...",90,$39
Quinta do Pinto 2013 Limited Edition Red (Lisboa),"Known as Graciano in Spain, this variety is rare in Portugal. Here ...",89,$28
Rieutort 2012 Colombard-Sauvignon Blanc (Côtes de Gascogne),"The typical Côtes de Gascogne blend of Colombard and Sauvignon Blanc, this ...",85,
Le Cirque 2012 Rosé (Côtes Catalanes),"A blend of 50% Grenache Noir, 40% Mourvèdre and 10% Grenache Gris, ...",85,$15
Georges Vigouroux 2012 Pigmentum Blanc Ugni Blanc-Colombard (Côtes de Gascogne),"Light, herbaceous wine, very fruity, full of greengage and gooseberry flavors. It''s ...",85,$12
Gray Ghost 2011 Adieu Late Harvest Vidal Blanc (Virginia),"Notes of melon, confectioners'' sugar, peach and white flower mark the nose ...",85,$24
Shenandoah Vineyards 2010 Founder's Reserve Chambourcin (Shenandoah Valley),"The oak on this wine is heavy-handed, and it comes in the ...",85,$20
Mount Pleasant Winery 2009 Estates Norton (Missouri),The nose on this Norton is an admixture of underbrush and dark ...,85,$31
Strauss 2012 Classic Gelber Muskateller (Steiermark),"Perfumed and spicy, this wine is very Muscat in character. It''s very ...",88,$20
Lackner Tinnacher 2012 Welschriesling (Südsteiermark),"This is a soft, fruity wine cut with bright green fruits, fresh ...",88,$23
Tenimenti Ca' Bianca 2011  Brachetto d'Acqui,"Fresh and vibrant, this has bright aromas of raspberry and wild strawberry. ...",84,$16
Dionysos 2010 Moschofilero-Moschato White (Peloponnese),"Simple but satifisfying, this wine exhibits good fruit, pretty aromatics and a ...",84,$18
Greek Wine Cellars 2009 Agiorgitiko (Nemea),"Cigarbox, cinnamon and clove aromas are followed by pepper, tea leaf and ...",84,$17
Tricky Rabbit 2012 Reserva Pinot Noir-Syrah (Maule Valley),"Floral aromas are light and more suggestive of Pinot Noir than Syrah, ...",83,$12
Mas Foraster 2013 Josep Foraster Macabeu Macabeo (Conca de Barberà),"Almondy in color, with bready, drawn aromas of mustard and pithy citrus, ...",83,$21
Millbrook 2014 Proprietor's Special Reserve Tocai Friulano (Hudson River Region),Sweet-tart pineapple and apple tones contrast leafy swathes of fresh herbs in ...,86,$20
Treleaven 2013 Reserve Barrel Fermented Chardonnay (Cayuga Lake),Dusty minerals and dried orange peels accentuate the savoriness of apple and ...,86,$19
Fazeli Cellars 2014 Ruckus Red (California),BJ Fazeli's blend of 30% Shiraz (the spelling is a nod to ...,92,$35
Bodegas Tintoralba 2010 BT Tintorera Garnacha (Almansa),Right from the start things are stretched thin. It smells raw and ...,81,$9
Thokozani 2010 Chenin Blanc-Chardonnay-Viognier White (Wellington),"A blend of mostly Chenin Blanc, with 9% Chardonnay and 5% Viognier, ...",88,$17
Dão Sul NV Q do E Encontro Bruto Sparkling (Vinho Espumante de Qualidade),Quinta do Encontro is in the Bairrada region on the central coast ...,90,
5OS Project 2012 Single Vineyard Shiraz-Viognier (McLaren Vale),"Made in an accessible, fruit-forward style, this medium-bodied wine features ample blackberry ...",90,$25
Claudia Papayianni 2013 Ex'arnon Sauvignon Blanc-Assyrtiko White (Chalkidiki),"Sea salt and fresh white flowers lead the nose of this light, ...",90,$16
Domaine du Moulin 2013 Florentin Braucol (Gaillac),"Rich and smoothly textured, this is rich with red berry fruits balanced ...",90,$40
Kechris 2015 Tear of the Pine Assyrtico (Retsina),This 100% Assyrtiko Retsina shows the versatility of this variety and will ...,92,$20
Pine Ridge 2011 Chenin Blanc-Viognier (California),"This white blend has semisweet flavors of orange, pear, tropical fruit and ...",86,$14
Case Paolin NV Brut  (Asolo Prosecco Superiore),Aromas of white spring flower and yellow pear follow over to the ...,91,$20
Vinkara 2011 Reserve Kalecik Karasi (Ankara),"Dark cherry in color, this wine features a bouquet of raspberry and ...",88,$25
Bock 2013 Kékfrankos (Villány),"This cherry-colored wine offers the nose baking spice, tart cherry and black ...",88,$23
Stadlmann 2014 Anninger Rotgipfler (Thermenregion),The intriguing nose suggests the ripe flesh of yellow plums drizzled with ...,90,$19
Stift Klosterneuburg 2014 Zierfandler-Rotgipfler White (Thermenregion),The contrast between high-toned acidity and fragrant richness creates real thrill. In ...,90,$25
Rijckaert 2010 Les Sarres Savagnin (Côtes du Jura),Strange aromas emanate from this wine. They point to meat and gravy ...,87,
Gróf Degenfeld 2014 Zomborka Furmint (Tokaj),"This Furmint from Tokaj has enticing aromas of lemon, grapefruit peel and ...",91,$24
Zlatan Otok 2010 Plavac Mali (North Dalmatia),"Bright cherry, red plum and vanilla notes are well pronounced in the ...",87,$20
Frédéric Lornet 2011 Les Messagelins Chardonnay (Arbois),"The nose has a yeasty, meaty character, while the palate is toasty. ...",87,$26
Herman Story 2013 Casual Encounters Red (California),"Hearty black plums, smoked beef and violets meet with rust, crushed rocks ...",95,$48
Bunchgrass 2011 Whispering Owl White (Columbia Valley (WA)),"A welcome addition to the Bunchgrass lineup, this white Bordeaux-style blend is ...",90,$24
Vigne Surrau 2014 Surrau Red (Isola dei Nuraghi),"A blend of 45% Cannonau, 45% Carignano and 10% Bovale Sardo, this ...",89,$20
Cantine Russo 2013 Rampante Contrada Crasà Bianco  (Etna),"Made with 80% Carricante and 20% Catarratto, this deeply hued white opens ...",89,$20
Chancellor Estates 2000 Mt. Cass Road Chardonnay (Waipara),"A heavier style, seeming almost slightly oxidized in its ripe apple and ...",84,$17
Johannishof 2013 Johannisberger Klaus Spätlese Riesling (Rheingau),White flowers meld with saffron and fennel notes on this complex medium-dry ...,91,$44
Palari 2011 Santa Nè Francisa (Sicilia),"Aromas of mature berry, fig, plum and a whiff of zabaglione waft ...",91,$160
Ser 2012 Cabernet Pfeffer (Cienega Valley),"Working with one of the most obscure grapes in the Central Coast, ...",91,$35
Korta Katarina 2006 Plavac Mali (Peljesac),"While bold and rich with a concentrated black fruit character, Korta Katarina''s ...",90,$38
Itsas Mendi 2013 Hondarrabi Zuri (Bizkaiko Txakolina),Stalky aromas of hay and citrus are just crisp enough. This feels ...,85,$20
Kracher 2010 Zwischen den Seen Nummer 3 Trockenbeerenauslese Scheurebe (Burgenland),There is a great balance between sweetness and acidity in this fine ...,92,
Marimar Estate 2012 Don Miguel Vineyard Estate Grown and Bottled Chardonnay-Albariño (Russian River Valley),"There''s quite a bit of new French oak used in this blend, ...",92,$34
Alpha Estate 2013 Axia Malagouzia Malagouzia (Florina),"Peach, pear and lemon on the nose start this cheerful white from ...",89,$18
Boutari 2013 Assyrtiko (Santorini),Bright aromas of citrus and tropical fruit give this easygoing white an ...,89,$21
Castellare di Castellina 2011 I Sodi di San Niccolò Red (Toscana),"Aromas of underbrush, black fruit, toast and espresso lead the nose on ...",89,$90
Record Family Wines 2014 Genesis Red (Paso Robles),"This very quaffable blend of 75% Cabernet Sauvignon, 13% Syrah and 12% ...",91,$22
Santa Barbara Winery 2013 Joughin Vineyard Lagrein (Santa Ynez Valley),"Incredibly dark in the glass, this bottling of a rarely planted but ...",91,$33
Tselepos 2015 Moschofilero (Mantinia),"This elegant wine typifies Moschofilero''s alluring nature, with an opulent nose redolent ...",91,$17
Alvear 2014 de Añada Pedro Ximénez (Montilla-Moriles),Alvear is one of Spain's most consistent producers of sweet wines. This ...,91,$26
Celler Bàrbara Forés 2014 Coma d'En Pou Red (Terra Alta),Mild but honest plum and berry aromas lead to a slightly scratchy ...,89,$17
Lion-Gri 2013 Naturalles Muscat (Moldova),Aromas of honeysuckle and apricot lead the way to flavors of roasted ...,89,$10
Loteta 2015 Garnacha-Tempranillo-Cabernet Sauvignon-Syrah Red (Campo de Borja),Reduced jammy black-fruit aromas announce a scratchy palate with spritz. This multigrape ...,82,$10
Lost Vineyards NV Malbec-Bonarda (Argentina),Sharp red-fruit aromas include notes of vinegar and asphalt. Angular and bumpy ...,82,$8
Coto de Hayas 2014 Tempranillo-Cabernet Sauvignon (Campo de Borja),Clove and beef jerky aromas are odd and forceful. A globular palate ...,81,$11
Lasalde Elkartea 2015 Txakoli Aitzalde Hondarrabi Zuri (Getariako Txakolina),Grassy aromas and a whiff of celery lead to a snappy palate ...,88,$18
DFJ Vinhos 2008 Alvarinho-Chardonnay White (Estremadura),"Full-bodied, soft wine, with pleasant, open flavors of melon, lime and ripe ...",84,$13
Altaïr 2005 Sideral Red (Rapel Valley),"The 2005 vintage of this Cabernet-Carmenère blend is dark as night, thick ...",90,$25
Sorrentino 2009 Versacrum Coda di Volpe (Lacryma Christi del Vesuvio),"This is a luminous, creamy expression of Coda di Volpe that delivers ...",85,$18
Çamlibağ 2012 Kuntra (Turkey),A nose of strawberry and mint with a whiff of petrol sets ...,86,$15
Albet I Noya 2014 Petit Albet Red (Catalunya),"Punchy plum and raspberry aromas are light and fresh, as is the ...",86,$13
Alcardet 2015 Sommelier Sauvignon Blanc-Airén-Verdejo White (La Mancha),"Minerally white-fruit aromas lack specificity. This is fresh but standard in feel, ...",86,$30
Philippe Viallet 2014 Les Cantates Chignin Jacquère (Vin de Savoie),"As crisp and light as the mountain air of Savoie, this citrus ...",86,$20
Leth 2014 Hofweingarten Roter Veltliner (Wagram),"Following a rather neutral nose, the freshness and texture of grapefruit peel ...",89,$19
Cusumano 2015 Angimbé White (Sicilia),"Made with 70% Inzolia and 30% Chardonnay, this opens with scents of ...",88,$18
